Wavelength	Counts
918.25	173.50
918.56	105.50
918.87	128.00
919.18	266.50
919.49	396.50
919.80	431.50
920.11	-91.00
920.42	336.50
920.73	151.00
921.04	401.00
921.36	408.50
921.67	-60.00
921.98	368.00
922.29	234.00
922.60	227.00
922.91	114.00
923.22	396.00
923.53	249.00
923.84	147.50
924.15	43.00
924.46	128.50
924.77	305.50
925.08	-44.50
925.39	-9.50
925.70	75.00
926.01	201.00
926.32	444.00
926.63	369.00
926.93	86.00
927.24	408.00
927.55	-87.50
927.86	410.00
928.17	413.00
928.48	10.50
928.79	-81.50
929.10	370.50
929.41	-80.50
929.72	-1.00
930.03	183.00
930.34	160.50
930.64	222.50
930.95	376.00
931.26	238.50
931.57	336.00
931.88	-31.00
932.19	46.50
932.50	-89.50
932.80	287.50
933.11	280.00
933.42	-9.00
933.73	-25.50
934.04	-127.00
934.35	60.50
934.65	356.50
934.96	280.00
935.27	247.50
935.58	-85.50
935.89	137.00
936.19	423.00
936.50	287.00
936.81	141.00
937.12	-9.00
937.42	360.50
937.73	-110.00
938.04	407.00
938.35	44.00
938.65	84.50
938.96	107.50
939.27	-87.00
939.58	397.00
939.88	52.50
940.19	270.50
940.50	-66.00
940.80	122.00
941.11	367.00
941.42	-142.00
941.73	54.50
942.03	-81.50
942.34	-66.50
942.65	307.50
942.95	107.00
943.26	233.50
943.57	396.50
943.87	-74.50
944.18	-118.50
944.48	-120.00
944.79	-31.50
945.10	226.00
945.40	105.00
945.71	236.00
946.02	157.50
946.32	-64.50
946.63	49.00
946.93	-87.00
947.24	231.50
947.54	360.00
947.85	340.00
948.16	15.00
948.46	397.50
948.77	-18.50
949.07	5.00
949.38	327.00
949.68	283.00
949.99	425.00
950.29	239.00
950.60	-35.00
950.90	229.50
951.21	-116.50
951.51	-110.00
951.82	-90.00
952.12	202.50
952.43	-128.00
952.73	95.00
953.04	364.50
953.34	350.50
953.65	-24.00
953.95	26.50
954.26	484.50
954.56	310.00
954.87	-87.50
955.17	79.50
955.48	-101.50
955.78	-0.50
956.08	-53.50
956.39	460.00
956.69	290.00
957.00	438.00
957.30	105.50
957.60	103.50
957.91	197.50
958.21	366.50
958.52	197.50
958.82	-3.50
959.12	19.50
959.43	366.00
959.73	-136.00
960.03	266.50
960.34	56.50
960.64	84.00
960.94	157.00
961.25	125.50
961.55	-62.50
961.85	-124.50
962.16	61.50
962.46	255.50
962.76	37.00
963.06	-152.00
963.37	-1.00
963.67	-148.50
963.97	-126.50
964.28	-41.50
964.58	428.50
964.88	317.00
965.18	66.00
965.49	325.50
965.79	7.50
966.09	-62.00
966.39	210.00
966.70	5.00
967.00	269.00
967.30	-62.00
967.60	-124.50
967.90	237.00
968.21	173.00
968.51	120.00
968.81	38.00
969.11	180.00
969.41	139.00
969.71	315.50
970.02	277.00
970.32	298.00
970.62	184.00
970.92	344.50
971.22	247.50
971.52	-16.00
971.82	-45.00
972.13	232.50
972.43	-159.50
972.73	364.50
973.03	423.50
973.33	423.00
973.63	334.50
973.93	22.00
974.23	327.00
974.53	67.00
974.83	-28.50
975.14	197.50
975.44	-14.00
975.74	328.00
976.04	-147.50
976.34	-104.00
976.64	391.50
976.94	213.50
977.24	96.00
977.54	251.00
977.84	44.00
978.14	85.00
978.44	145.50
978.74	116.00
979.04	-16.00
979.34	-159.00
979.64	212.00
979.94	24.50
980.24	20.00
980.54	399.50
980.84	31.00
981.14	65.00
981.44	101.50
981.73	129.50
982.03	-35.00
982.33	-84.50
982.63	329.50
982.93	369.00
983.23	134.00
983.53	252.00
983.83	301.00
984.13	309.00
984.43	19.50
984.73	-102.50
985.02	87.00
985.32	295.50
985.62	276.00
985.92	399.50
986.22	81.50
986.52	61.50
986.82	326.50
987.11	364.50
987.41	-75.50
987.71	235.50
988.01	405.00
997.08	193.50
997.37	152.00
997.67	196.00
997.97	290.00
998.27	-55.00
998.56	-57.50
998.86	146.00
999.16	155.00
999.46	-137.00
999.76	411.50
1000.05	327.50
1000.35	63.00
1000.65	-113.50
1000.95	-93.00
1001.24	-139.50
1001.54	-42.00
1001.84	-129.00
1002.13	84.50
1002.43	-63.00
1002.73	430.00
1003.03	-124.00
1003.32	338.00
1003.62	291.00
1003.92	-119.00
1004.21	-95.00
1004.51	144.50
1004.81	-27.50
1005.10	333.50
1005.40	9.00
1005.70	-120.50
1005.99	218.00
1006.29	305.50
1006.58	-110.00
1006.88	98.50
1007.18	251.50
1007.47	366.50
1007.77	29.00
1008.07	-100.00
1008.36	402.50
1008.66	232.00
1008.95	244.00
1009.25	400.00
1009.54	220.00
1009.84	193.50
1010.14	437.50
1010.43	180.00
1010.73	-9.00
1011.02	-56.50
1011.32	146.50
1011.61	74.50
1011.91	425.00
1012.20	273.00
1012.50	443.50
1012.79	130.00
1013.09	425.50
1013.38	153.50
1013.68	-126.00
1013.97	382.50
1014.27	123.50
1014.56	-74.00
1014.86	207.50
1015.15	21.00
1015.45	-102.00
1015.74	352.50
1016.03	41.50
1016.33	355.50
1016.62	398.00
1016.92	413.00
1017.21	231.50
1017.51	-54.50
1017.80	316.50
1018.09	381.50
1018.39	196.00
1018.68	260.00
1018.98	185.00
1019.27	300.00
1019.56	196.00
1019.86	220.00
1020.15	188.50
1020.44	-62.50
1020.74	53.00
1021.03	-32.00
1021.32	93.50
1021.62	-168.50
1021.91	170.00
1022.20	41.00
1022.50	206.50
1022.79	38.50
1023.08	-31.00
1023.38	-64.50
1023.67	247.50
1023.96	190.00
1024.25	-98.50
1024.55	-85.00
1024.84	163.00
1025.13	33.50
1025.43	419.50
1025.72	276.00
1026.01	-48.00
1026.30	-17.00
1026.59	329.50
1026.89	251.00
1027.18	58.50
1027.47	155.00
1027.76	201.00
1028.06	-117.50
1028.35	167.50
1028.64	-70.50
1028.93	-74.50
1029.22	225.00
1029.51	-0.50
1029.81	179.50
1030.10	363.50
1030.39	291.00
1030.68	-16.50
1030.97	339.00
1031.26	-10.50
1031.56	-41.50
1031.85	225.00
1032.14	-1.50
1032.43	-51.50
1032.72	221.00
1033.01	103.00
1033.30	385.00
1033.59	-43.00
1033.88	-108.50
1034.17	8.00
1034.46	379.50
1034.76	395.00
1035.05	153.50
1035.34	-135.50
1035.63	311.50
1035.92	357.00
1036.21	-10.50
1036.50	162.00
1036.79	-51.50
1037.08	-160.50
1037.37	-143.00
1037.66	350.00
1037.95	23.00
1038.24	223.00
1038.53	-101.00
1038.82	13.50
1039.11	84.00
1039.40	-25.50
1039.69	157.50
1039.98	344.00
1040.27	-51.00
1040.56	91.50
1040.85	-53.00
1041.14	-64.00
1041.42	151.50
1041.71	134.00
1042.00	375.00
1042.29	77.50
1042.58	207.50
1042.87	140.00
1043.16	-124.00
1043.45	176.50
1043.74	1.00
1044.03	268.50
1044.31	320.50
1044.60	13.50
1044.89	236.50
1045.18	326.00
1045.47	259.50
1045.76	421.50
1046.05	352.00
1046.33	216.00
1046.62	-78.00
1046.91	63.00
1047.20	327.50
1047.49	311.50
1047.77	283.50
1048.06	251.50
1048.35	291.50
